"","iso","year","liquids.sequestration","solids","liquids","gas","cement","gas.flaring","liquids.shipping"
"3970","kgz",1985,0,1250.5127704534,1352.24405996861,642.19661205385,188.726114649682,0,0
"3971","kgz",1986,0,1285.97902981304,1353.65728409316,620.35327425569,195.074309978769,0,0
"3972","kgz",1987,0,1289.52627589692,1372.94909163073,714.995334108025,198.375796178344,0,0
"3973","kgz",1988,0,1304.74160503468,1371.28734777824,763.861894919855,201.40127388535,0,0
"3974","kgz",1989,0,1240.27412834765,1356.1387721229,767.300267002563,202.749469214437,0,0
"3975","kgz",1990,0,1045.03916119252,1315.12930776308,789.726589966262,197.791932059448,0,0
"3976","kgz",1991,0,932.466810602232,1311.37554709629,794.023314675679,183.354564755839,0,0
"3977","kgz",1992,0,945,1028,839,150,0,51
"3978","kgz",1993,0,852,686,632,95,0,14
"3979","kgz",1994,0,886,244,468,54,0,10
"3980","kgz",1995,0,315,391,472,42,0,53
"3981","kgz",1996,10.88,477,421,552,74,0,58
"3982","kgz",1997,10.05,495,457,454,89,0,38
"3983","kgz",1998,15.91,494,466,533,96,0,45
"3984","kgz",1999,11.72,493,385,314,52,0,32
"3985","kgz",2000,5.86,480,329,358,68,0,32
"3986","kgz",2001,22.61,304,296,366,64,0,20
"3987","kgz",2002,22.61,512,274,464,72,0,29
"3988","kgz",2003,5.02,612,341,383,103,0,28
"3989","kgz",2004,16.75,579,414,418,118,0,43
"3990","kgz",2005,30.98,539,368,386,132,0,107
"3991","kgz",2006,30.98,502,340,403,144,0,264
"3992","kgz",2007,33.49,521,631,432,167,0,273
"3993","kgz",2008,61.96,392,604,390,166,0,337
"3994","kgz",2009,62.79,405,934,344,150,0,416
"3995","khm",1971,0,7,53,0,8,0,0
"3996","khm",1972,0,4,21,0,7,0,0
"3997","khm",1973,0,0,24,0,11,0,0
"3998","khm",1974,0,0,13,0,7,0,0
"3999","khm",1975,0,0,13,0,7,0,0
"4000","khm",1976,0,0,13,0,7,0,0
"4001","khm",1977,0,0,13,0,7,0,0
"4002","khm",1978,0,0,13,0,1,0,0
"4003","khm",1979,0,0,8,0,0,0,0
"4004","khm",1980,0,0,78,0,0,0,0
"4005","khm",1981,0,0,82,0,0,0,0
"4006","khm",1982,0,0,92,0,0,0,0
"4007","khm",1983,0,0,100,0,0,0,0
"4008","khm",1984,0,0,112,0,0,0,0
"4009","khm",1985,0,0,114,0,0,0,0
"4010","khm",1986,0,0,118,0,0,0,0
"4011","khm",1987,0,0,119,0,0,0,0
"4012","khm",1988,0,0,123,0,0,0,0
"4013","khm",1989,0,0,123,0,0,0,0
"4014","khm",1990,0,0,123,0,0,0,0
"4015","khm",1991,0,0,126,0,0,0,0
"4016","khm",1992,0,0,130,0,0,0,0
"4017","khm",1993,0,0,130,0,0,0,0
"4018","khm",1994,0,0,133,0,14,0,0
"4019","khm",1995,0,0,378,0,14,0,9
"4020","khm",1996,0,0,417,0,27,0,10
"4021","khm",1997,0,0,500,0,20,0,11
"4022","khm",1998,0,0,589,0,20,0,8
"4023","khm",1999,0,0,599,0,0,0,10
"4024","khm",2000,0,0,615,0,0,0,15
"4025","khm",2001,0,0,721,0,0,0,22
"4026","khm",2002,0,0,780,0,0,0,21
"4027","khm",2003,0,0,853,0,0,0,19
"4028","khm",2004,0,0,954,0,0,0,17
"4029","khm",2005,0,0,1015,0,0,0,17
"4030","khm",2006,0,0,1111,0,0,0,21
"4031","khm",2007,0,0,1198,0,12,0,24
"4032","khm",2008,0,0,1246,0,105,0,26
"4033","khm",2009,0,0,1153,0,105,0,25
"4034","kir",1971,0,0,8,0,0,0,0
"4035","kir",1972,0,0,7,0,0,0,0
"4036","kir",1973,0,0,10,0,0,0,0
"4037","kir",1974,0,0,9,0,0,0,0
"4038","kir",1975,0,0,9,0,0,0,0
"4039","kir",1976,0,0,9,0,0,0,0
"4040","kir",1977,0,0,6,0,0,0,0
"4041","kir",1978,0,0,6,0,0,0,0
"4042","kir",1979,0,0,7,0,0,0,0
"4043","kir",1980,0,0,8,0,0,0,0
"4044","kir",1981,0,0,8,0,0,0,0
"4045","kir",1982,0,0,7,0,0,0,0
"4046","kir",1983,0,0,6,0,0,0,0
"4047","kir",1984,0,0,6,0,0,0,0
"4048","kir",1985,0,0,6,0,0,0,0
"4049","kir",1986,0,0,5,0,0,0,0
"4050","kir",1987,0,0,6,0,0,0,0
"4051","kir",1988,0,0,6,0,0,0,0
"4052","kir",1989,0,0,6,0,0,0,0
"4053","kir",1990,0,0,6,0,0,0,0
"4054","kir",1991,0,0,6,0,0,0,0
"4055","kir",1992,0,0,6,0,0,0,0
"4056","kir",1993,0,0,6,0,0,0,0
"4057","kir",1994,0,0,6,0,0,0,0
"4058","kir",1995,0,0,6,0,0,0,0
"4059","kir",1996,0,0,10,0,0,0,0
"4060","kir",1997,0,0,8,0,0,0,0
"4061","kir",1998,0,0,9,0,0,0,0
"4062","kir",1999,0,0,8,0,0,0,0
"4063","kir",2000,0,0,9,0,0,0,0
"4064","kir",2001,0,0,7,0,0,0,2
"4065","kir",2002,0,0,7,0,0,0,2
"4066","kir",2003,0,0,7,0,0,0,2
"4067","kir",2004,0,0,7,0,0,0,2
"4068","kir",2005,0,0,7,0,0,0,2
"4069","kir",2006,0,0,8,0,0,0,2
"4070","kir",2007,0,0,14,0,0,0,2
"4071","kir",2008,0,0,14,0,0,0,2
"4072","kir",2009,0,0,14,0,0,0,2
"4073","kna",1971,0,0,8,0,0,0,0
"4074","kna",1972,0,0,8,0,0,0,0
"4075","kna",1973,0,0,8,0,0,0,0
"4076","kna",1974,0,0,10,0,0,0,0
"4077","kna",1975,0,0,9,0,0,0,0
"4078","kna",1976,0,0,10,0,0,0,0
"4079","kna",1977,0,0,10,0,0,0,0
"4080","kna",1978,0,0,9,0,0,0,0
"4081","kna",1979,0,0,10,0,0,0,0
"4082","kna",1980,0,0,14,0,0,0,0
"4083","kna",1981,0,0,15,0,0,0,0
"4084","kna",1982,0,0,18,0,0,0,0
"4085","kna",1983,0,0,14,0,0,0,0
"4086","kna",1984,0,0,14,0,0,0,0
"4087","kna",1985,0,0,14,0,0,0,0
"4088","kna",1986,0,0,16,0,0,0,0
"4089","kna",1987,0,0,15,0,0,0,0
"4090","kna",1988,0,0,18,0,0,0,0
"4091","kna",1989,0,0,18,0,0,0,0
"4092","kna",1990,0,0,18,0,0,0,0
"4093","kna",1991,0,0,20,0,0,0,0
"4094","kna",1992,0,0,20,0,0,0,0
"4095","kna",1993,0,0,23,0,0,0,0
"4096","kna",1994,0,0,24,0,0,0,0
"4097","kna",1995,0,0,26,0,0,0,0
"4098","kna",1996,0,0,28,0,0,0,0
"4099","kna",1997,0,0,28,0,0,0,0
"4100","kna",1998,0,0,28,0,0,0,0
"4101","kna",1999,0,0,28,0,0,0,0
"4102","kna",2000,0,0,28,0,0,0,0
"4103","kna",2001,0,0,50,0,0,0,0
"4104","kna",2002,0,0,54,0,0,0,0
"4105","kna",2003,0,0,60,0,0,0,0
"4106","kna",2004,0,0,62,0,0,0,0
"4107","kna",2005,0,0,64,0,0,0,0
"4108","kna",2006,0,0,64,0,0,0,0
"4109","kna",2007,0,0,68,0,0,0,0
"4110","kna",2008,0,0,68,0,0,0,0
"4111","kna",2009,0,0,71,0,0,0,0
"4112","kor",1971,112.19,6425,8563,0,935,0,596
"4113","kor",1972,242.8,6692,8813,0,882,0,834
"4114","kor",1973,193.4,7849,10879,0,1112,0,519
"4115","kor",1974,213.5,8061,11285,0,1203,0,262
"4116","kor",1975,144.84,8373,12465,0,1378,0,73
"4117","kor",1976,188.38,9224,14492,0,1615,0,89
"4118","kor",1977,219.36,10115,16640,0,1931,0,127
"4119","kor",1978,485.61,9921,18781,0,2058,0,130
"4120","kor",1979,481.42,12555,21359,0,2232,0,179
"4121","kor",1980,293.04,13489,20998,0,2123,0,165
"4122","kor",1981,442.91,15033,20770,0,2124,0,267
"4123","kor",1982,481.42,15642,20424,0,2433,0,209
"4124","kor",1983,502.35,16760,21274,0,2894,0,239
"4125","kor",1984,575.19,20521,21167,0,2776,0,414
"4126","kor",1985,640.5,24379,21188,0,2778,0,554
"4127","kor",1986,617.89,24026,22194,40,3183,0,977
"4128","kor",1987,668.96,24473,23045,1183,3490,0,1350
"4129","kor",1988,863.2,26894,27781,1531,3943,0,1617
"4130","kor",1989,931.02,26685,31597,1480,4144,0,1935
"4131","kor",1990,5410.31,25866,35204,1702,4570,0,1619
"4132","kor",1991,7443.99,26320,38258,1969,4760,0,2391
"4133","kor",1992,10974.67,23714,45232,2535,6044,0,3087
"4134","kor",1993,12034.63,26502,51628,3232,6435,0,3771
"4135","kor",1994,12703.59,27405,55228,4288,6899,0,5370
"4136","kor",1995,13386.79,28643,60861,5199,7498,0,6183
"4137","kor",1996,14290.18,30246,65084,6817,7947,0,7558
"4138","kor",1997,17902.92,33430,67306,8326,8203,0,8301
"4139","kor",1998,19208.19,34031,51386,7802,6268,0,8350
"4140","kor",1999,19785.89,35637,57353,9500,6549,0,8768
"4141","kor",2000,19676.21,43697,60758,10624,6971,0,8474
"4142","kor",2001,20418.02,46503,57482,11706,7078,0,8278
"4143","kor",2002,21611.1,48553,57629,13247,7550,0,8269
"4144","kor",2003,22990.05,50187,54947,13745,8259,0,9115
"4145","kor",2004,22841.02,52469,55593,15794,7746,0,9520
"4146","kor",2005,23972.14,51026,51126,17098,6989,0,10717
"4147","kor",2006,24942.51,54413,48666,17971,7340,0,11158
"4148","kor",2007,26305.56,58242,50371,19506,7097,0,10683
"4149","kor",2008,26344.91,65186,46338,19998,7025,0,10735
"4150","kor",2009,28257.19,67014,45129,19947,6817,0,10025
"4151","kwt",1971,2034.52,0,94,1105,0,6202,3523
"4152","kwt",1972,1621.75,0,280,1306,0,5950,4048
"4153","kwt",1973,1580.73,0,451,1462,0,4697,3711
"4154","kwt",1974,1250.01,0,478,1558,31,3203,3241
"4155","kwt",1975,849.81,0,559,1660,39,2331,2151
"4156","kwt",1976,231.08,0,1197,1752,45,2043,2765
"4157","kwt",1977,241.13,0,1153,1917,45,1582,2373
"4158","kwt",1978,301.41,0,1441,2162,85,2039,2314
"4159","kwt",1979,359.18,0,1184,1799,141,1695,2720
"4160","kwt",1980,329.04,0,1774,3806,178,971,1979
"4161","kwt",1981,339.92,0,3006,3144,211,515,1519
"4162","kwt",1982,363.37,0,2835,2402,211,326,1033
"4163","kwt",1983,469.7,0,2693,2638,153,409,999
"4164","kwt",1984,225.22,0,4294,2855,161,426,1126
"4165","kwt",1985,350.81,0,4429,2837,162,523,1053
"4166","kwt",1986,292.2,0,5455,3672,138,367,1086
"4167","kwt",1987,292.2,0,4134,3943,138,367,1060
"4168","kwt",1988,346.62,0,4482,3901,121,472,1107
"4169","kwt",1989,360.02,0,4322,4736,151,577,1231
"4170","kwt",1990,338.25,0,8873,3813,122,367,172
"4171","kwt",1991,69.49,0,2370,392,13,4,120
"4172","kwt",1992,444.58,0,3383,2033,72,262,298
"4173","kwt",1993,604.49,0,4757,4144,68,105,559
"4174","kwt",1994,877.44,0,6232,3980,136,262,746
"4175","kwt",1995,1163.78,0,9562,4861,265,262,806
"4176","kwt",1996,1148.71,0,8270,4873,272,262,797
"4177","kwt",1997,1125.26,0,9581,4856,272,268,899
"4178","kwt",1998,1027.31,0,8758,4907,183,262,916
"4179","kwt",1999,1193.92,0,9805,4491,195,240,876
"4180","kwt",2000,927.67,0,8979,5646,161,263,724
"4181","kwt",2001,1013.91,0,9215,5524,125,168,690
"4182","kwt",2002,1070.01,0,9096,4954,215,121,852
"4183","kwt",2003,1731.43,0,10652,5773,253,136,1225
"4184","kwt",2004,1882.98,0,10624,6213,358,131,1151
"4185","kwt",2005,1779.99,0,12251,6967,292,1,1088
"4186","kwt",2006,902.56,0,12522,7160,299,136,1170
"4187","kwt",2007,1015.58,0,13116,6970,299,131,1349
"4188","kwt",2008,899.21,0,14081,7265,299,105,1450
"4189","kwt",2009,917.63,0,15372,6123,272,105,983
"4190","lao",1971,0,0,115,0,0,0,0
"4191","lao",1972,0,0,133,0,0,0,0
"4192","lao",1973,0,0,141,0,0,0,0
"4193","lao",1974,0,0,80,0,0,0,0
"4194","lao",1975,0,0,69,0,0,0,0
"4195","lao",1976,0,0,61,0,0,0,0
"4196","lao",1977,0,0,63,0,0,0,0
"4197","lao",1978,0,0,63,0,0,0,0
"4198","lao",1979,0,0,61,0,0,0,0
"4199","lao",1980,0,0,51,0,0,0,0
"4200","lao",1981,0,0,41,0,0,0,0
"4201","lao",1982,0,0,43,0,0,0,0
"4202","lao",1983,0,0,49,0,0,0,0
"4203","lao",1984,0,0,50,0,0,0,0
"4204","lao",1985,0,0,55,0,0,0,0
"4205","lao",1986,0,0,57,0,0,0,0
"4206","lao",1987,0,0,57,0,0,0,0
"4207","lao",1988,0,0,57,0,0,0,0
"4208","lao",1989,0,1,63,0,0,0,0
"4209","lao",1990,0,1,63,0,0,0,0
"4210","lao",1991,0,1,69,0,0,0,0
"4211","lao",1992,0,1,75,0,1,0,0
"4212","lao",1993,0,1,75,0,1,0,0
"4213","lao",1994,0,1,80,0,1,0,0
"4214","lao",1995,0,17,85,0,1,0,0
"4215","lao",1996,0,37,90,0,11,0,0
"4216","lao",1997,0,69,95,0,11,0,0
"4217","lao",1998,0.84,85,100,0,11,0,0
"4218","lao",1999,0.84,150,100,0,11,0,0
"4219","lao",2000,0.84,152,100,0,13,0,0
"4220","lao",2001,0.84,123,110,0,13,0,0
"4221","lao",2002,0.84,178,110,0,33,0,0
"4222","lao",2003,0.84,167,107,0,34,0,0
"4223","lao",2004,0.84,244,110,0,34,0,0
"4224","lao",2005,0.84,246,111,0,34,0,0
"4225","lao",2006,0.84,266,111,0,54,0,0
"4226","lao",2007,0.84,287,115,0,54,0,0
"4227","lao",2008,0.84,306,115,0,54,0,0
"4228","lao",2009,0.84,324,116,0,54,0,0
"4229","lbn",1971,0,3,1243,0,204,0,422
"4230","lbn",1972,0,5,1325,0,229,0,389
"4231","lbn",1973,0,10,1716,0,226,0,314
"4232","lbn",1974,0,7,1725,0,237,0,316
"4233","lbn",1975,0,7,1521,0,225,0,215
"4234","lbn",1976,0,4,1434,0,232,0,150
"4235","lbn",1977,0,4,1330,0,185,0,180
"4236","lbn",1978,0,4,1366,0,188,0,180
"4237","lbn",1979,0,4,1385,0,289,0,206
"4238","lbn",1980,0,4,1479,0,202,0,214
"4239","lbn",1981,0,4,1403,0,325,0,205
"4240","lbn",1982,0,2,1434,0,231,0,137
"4241","lbn",1983,0,0,1792,0,204,0,128
"4242","lbn",1984,0,0,1753,0,170,0,86
"4243","lbn",1985,0,0,2061,0,136,0,86
"4244","lbn",1986,0,0,1993,0,123,0,103
"4245","lbn",1987,0,0,2049,0,123,0,60
"4246","lbn",1988,0,0,1965,0,123,0,34
"4247","lbn",1989,0,0,2072,0,123,0,34
"4248","lbn",1990,0,0,2359,0,122,0,51
"4249","lbn",1991,0,0,2468,0,122,0,77
"4250","lbn",1992,0,0,2893,0,204,0,86
"4251","lbn",1993,0,80,2691,0,408,0,94
"4252","lbn",1994,0,81,2925,0,469,0,116
"4253","lbn",1995,0,137,3096,0,481,0,140
"4254","lbn",1996,91.26,163,3125,0,476,0,145
"4255","lbn",1997,73.68,166,3733,0,368,0,162
"4256","lbn",1998,92.1,17,3944,0,451,0,104
"4257","lbn",1999,95.45,146,4012,0,369,0,121
"4258","lbn",2000,79.54,146,3660,0,382,0,120
"4259","lbn",2001,91.26,145,3882,0,393,0,122
"4260","lbn",2002,93.77,145,3841,0,388,0,121
"4261","lbn",2003,70.33,145,4294,0,530,0,122
"4262","lbn",2004,67.82,145,3847,0,598,0,125
"4263","lbn",2005,50.24,145,3699,0,626,0,142
"4264","lbn",2006,36.84,145,3354,0,598,0,104
"4265","lbn",2007,61.12,145,3401,0,666,0,128
"4266","lbn",2008,61.96,145,3820,0,680,0,162
"4267","lbn",2009,73.68,145,4867,26,680,0,170
"4268","lbr",1971,0,0,404,0,12,0,35
"4269","lbr",1972,0,0,399,0,12,0,41
"4270","lbr",1973,0,0,392,0,12,0,50
"4271","lbr",1974,0,0,458,0,12,0,57
"4272","lbr",1975,11.72,0,393,0,12,0,58
"4273","lbr",1976,13.4,0,389,0,14,0,59
"4274","lbr",1977,10.88,0,388,0,14,0,34
"4275","lbr",1978,8.37,0,393,0,18,0,31
"4276","lbr",1979,12.56,0,512,0,19,0,33
"4277","lbr",1980,15.91,0,543,0,14,0,35
"4278","lbr",1981,14.23,0,517,0,12,0,38
"4279","lbr",1982,13.4,0,153,0,11,0,40
"4280","lbr",1983,13.4,0,182,0,12,0,43
"4281","lbr",1984,13.4,0,180,0,11,0,45
"4282","lbr",1985,13.4,0,184,0,13,0,45
"4283","lbr",1986,13.4,0,186,0,13,0,46
"4284","lbr",1987,11.72,0,195,0,14,0,44
"4285","lbr",1988,10.05,0,209,0,14,0,42
"4286","lbr",1989,10.05,0,170,0,12,0,51
"4287","lbr",1990,2.51,0,125,0,7,0,23
"4288","lbr",1991,1.67,0,78,0,0,0,14
"4289","lbr",1992,1.67,0,78,0,1,0,14
"4290","lbr",1993,1.67,0,87,0,1,0,14
"4291","lbr",1994,1.67,0,87,0,0,0,14
"4292","lbr",1995,1.67,0,90,0,1,0,14
"4293","lbr",1996,1.67,0,92,0,2,0,14
"4294","lbr",1997,1.67,0,96,0,1,0,14
"4295","lbr",1998,2.51,0,105,0,1,0,12
"4296","lbr",1999,2.51,0,109,0,2,0,13
"4297","lbr",2000,2.51,0,109,0,10,0,14
"4298","lbr",2001,4.19,0,128,0,9,0,13
"4299","lbr",2002,5.02,0,130,0,7,0,14
"4300","lbr",2003,5.02,0,142,0,3,0,14
"4301","lbr",2004,5.02,0,155,0,16,0,14
"4302","lbr",2005,5.02,0,182,0,20,0,14
"4303","lbr",2006,5.02,0,186,0,21,0,14
"4304","lbr",2007,5.02,0,164,0,21,0,14
"4305","lbr",2008,5.02,0,144,0,13,0,13
"4306","lbr",2009,5.02,0,130,0,13,0,14
"4307","lby",1971,15.07,1,719,0,10,5173,43
"4308","lby",1972,284.67,1,872,0,8,3273,57
"4309","lby",1973,333.23,0,1145,0,11,2821,60
"4310","lby",1974,332.39,0,1291,0,66,1192,60
"4311","lby",1975,183.36,0,1492,0,84,1582,68
"4312","lby",1976,243.64,0,2498,0,204,2183,116
"4313","lby",1977,308.11,0,2953,-40,340,2230,116
"4314","lby",1978,290.53,0,2714,408,435,2235,127
"4315","lby",1979,272.11,0,3567,638,435,2460,152
"4316","lby",1980,235.27,1,3875,633,435,2394,188
"4317","lby",1981,217.69,1,5288,916,435,1217,188
"4318","lby",1982,0,1,5944,379,543,1522,162
"4319","lby",1983,0,1,5583,1018,679,1013,180
"4320","lby",1984,0,1,4799,1533,814,659,180
"4321","lby",1985,0,1,5540,1719,888,420,188
"4322","lby",1986,0,1,4805,2415,282,1785,205
"4323","lby",1987,0,1,5191,2167,367,1155,214
"4324","lby",1988,0,1,5923,2277,370,1354,214
"4325","lby",1989,0,3,5706,2918,370,1181,231
"4326","lby",1990,711.66,4,5160,2531,367,1969,239
"4327","lby",1991,795.39,4,6901,2531,322,1932,248
"4328","lby",1992,711.66,4,6258,2515,313,1071,251
"4329","lby",1993,787.02,3,6968,2428,313,908,277
"4330","lby",1994,805.43,4,8080,2505,517,929,312
"4331","lby",1995,895.86,4,8701,2474,437,935,323
"4332","lby",1996,894.18,4,7942,2663,483,950,339
"4333","lby",1997,931.02,4,8167,2781,343,971,323
"4334","lby",1998,931.02,0,8486,2781,408,727,323
"4335","lby",1999,943.58,0,8897,2163,408,700,369
"4336","lby",2000,925.16,0,9124,2592,408,724,436
"4337","lby",2001,925.16,0,9245,2750,408,714,260
"4338","lby",2002,919.3,0,9039,2847,449,709,257
"4339","lby",2003,908.42,0,9346,2883,476,703,253
"4340","lby",2004,921.81,0,9260,3511,490,472,255
"4341","lby",2005,950.28,0,9347,3013,492,1357,235
"4342","lby",2006,912.6,1,9091,3289,721,1564,225
"4343","lby",2007,905.07,0,9242,3304,708,1527,233
"4344","lby",2008,886.65,0,10217,3432,749,2068,237
"4345","lby",2009,931.02,2,11182,3434,816,1712,274
"4346","lca",1971,0,0,19,0,0,0,0
"4347","lca",1972,0,0,21,0,0,0,0
"4348","lca",1973,0,0,22,0,0,0,0
"4349","lca",1974,0,0,20,0,0,0,0
"4350","lca",1975,0,0,21,0,0,0,0
"4351","lca",1976,0,0,23,0,0,0,0
"4352","lca",1977,0.84,0,19,0,0,0,0
"4353","lca",1978,1.67,0,27,0,0,0,0
"4354","lca",1979,1.67,0,41,0,0,0,1
"4355","lca",1980,1.67,0,31,0,0,0,0
"4356","lca",1981,1.67,0,26,0,0,0,3
"4357","lca",1982,1.67,0,31,0,0,0,0
"4358","lca",1983,1.67,0,28,0,0,0,1
"4359","lca",1984,1.67,0,31,0,0,0,1
"4360","lca",1985,2.51,0,35,0,0,0,0
"4361","lca",1986,2.51,0,36,0,0,0,1
"4362","lca",1987,2.51,0,40,0,0,0,0
"4363","lca",1988,0.84,0,45,0,0,0,0
"4364","lca",1989,0.84,0,45,0,0,0,0
"4365","lca",1990,0.84,0,45,0,0,0,0
"4366","lca",1991,0.84,0,47,0,0,0,0
"4367","lca",1992,0.84,0,56,0,0,0,0
"4368","lca",1993,0.84,0,62,0,0,0,0
"4369","lca",1994,0.84,0,72,0,0,0,0
"4370","lca",1995,0.84,0,85,0,0,0,0
"4371","lca",1996,0.84,0,90,0,0,0,0
"4372","lca",1997,0.84,0,85,0,0,0,2
"4373","lca",1998,0.84,0,84,0,0,0,4
"4374","lca",1999,1.67,0,87,0,0,0,5
"4375","lca",2000,1.67,0,90,0,0,0,6
"4376","lca",2001,0.84,0,99,0,0,0,5
"4377","lca",2002,0.84,0,89,0,0,0,3
"4378","lca",2003,1.67,0,98,0,0,0,4
"4379","lca",2004,1.67,0,97,0,0,0,4
"4380","lca",2005,1.67,0,100,0,0,0,5
"4381","lca",2006,1.67,0,100,0,0,0,5
"4382","lca",2007,1.67,0,105,0,0,0,5
"4383","lca",2008,1.67,0,108,0,0,0,5
"4384","lca",2009,1.67,0,105,0,0,0,5
"4385","lka",1971,25.12,10,805,0,52,0,342
"4386","lka",1972,72,1,886,0,52,0,359
"4387","lka",1973,82.89,6,916,0,57,0,404
"4388","lka",1974,56.1,6,709,0,64,0,339
"4389","lka",1975,53.58,3,715,0,53,0,402
"4390","lka",1976,67.82,3,680,0,58,0,403
"4391","lka",1977,59.44,1,725,0,48,0,441
"4392","lka",1978,66.98,8,831,0,78,0,358
"4393","lka",1979,70.33,1,939,0,81,0,392
"4394","lka",1980,88.75,1,826,0,78,0,385
"4395","lka",1981,84.56,1,995,0,87,0,285
"4396","lka",1982,141.5,24,1092,0,88,0,310
"4397","lka",1983,135.63,21,1220,0,69,0,257
"4398","lka",1984,147.36,2,956,0,68,0,363
"4399","lka",1985,80.38,2,968,0,81,0,319
"4400","lka",1986,97.96,1,885,0,81,0,383
"4401","lka",1987,79.54,0,999,0,81,0,432
"4402","lka",1988,71.17,0,867,0,54,0,384
"4403","lka",1989,66.14,1,872,0,54,0,310
"4404","lka",1990,60.28,1,975,0,54,0,381
"4405","lka",1991,80.38,2,1052,0,54,0,300
"4406","lka",1992,82.05,1,1267,0,111,0,286
"4407","lka",1993,92.1,1,1244,0,92,0,349
"4408","lka",1994,95.45,2,1347,0,126,0,351
"4409","lka",1995,102.14,1,1458,0,122,0,355
"4410","lka",1996,123.91,1,1768,0,126,0,410
"4411","lka",1997,109.68,2,1914,0,131,0,321
"4412","lka",1998,125.59,1,1997,0,119,0,295
"4413","lka",1999,127.26,1,2194,0,133,0,282
"4414","lka",2000,150.71,1,2632,0,137,0,223
"4415","lka",2001,104.66,1,2642,0,151,0,188
"4416","lka",2002,60.28,1,2863,0,138,0,207
"4417","lka",2003,74.52,70,2678,0,158,0,192
"4418","lka",2004,78.7,69,3003,0,190,0,211
"4419","lka",2005,99.63,69,2901,0,204,0,256
"4420","lka",2006,181.68,69,2914,0,218,0,219
"4421","lka",2007,108.84,50,3117,0,231,0,87
"4422","lka",2008,135.63,53,2946,0,245,0,103
"4423","lka",2009,141.5,55,3139,0,258,0,81
"4424","ltu",1971,0,537.659798008964,3182.41921016075,465.421689596953,196.997876857749,0,0
"4425","ltu",1972,0,554.178313853908,3456.43802341734,489.561530341604,204.794055201699,0,0
"4426","ltu",1973,0,560.137659712698,3715.11407025203,517.611932619552,215.00127388535,0,0
"4427","ltu",1974,0,561.624636606446,3981.9311768208,548.817657651264,226.089171974522,0,0
"4428","ltu",1975,0,578.803304830591,4210.73851954753,599.066520007451,239.660297239915,0,0
"4429","ltu",1976,0,594.689446985556,4314.95225243104,659.082519463393,243.948195329087,0,0
"4430","ltu",1977,0,604.598268835762,4470.21778130581,707.116632515176,249.477707006369,0,0
"4431","ltu",1978,0,601.377574926337,4795.88739829331,741.978083909178,249.275583864119,0,0
"4432","ltu",1979,0,602.55735219808,4821.0865647946,790.086330828891,241.551592356688,0,0
"4433","ltu",1980,0,635.032273941319,4936.13689224052,824.767080919813,245.536305732484,0,0
"4434","ltu",1981,0,576.514014030436,4996.5005358206,885.607819656474,249.694267515924,0,0
"4435","ltu",1982,0,584.725067756902,5021.75415757095,937.862929813512,242.850955414013,0,0
"4436","ltu",1983,0,581.135080684853,5024.62667195872,1007.85920123951,251.628874734607,0,0
"4437","ltu",1984,0,578.332701154328,4915.45751141099,1092.30694354507,255.526963906582,0,0
"4438","ltu",1985,0,659.000380619885,4963.05139908712,1199.43038270367,256.667515923567,0,0
"4439","ltu",1986,0,677.690536345918,4968.23826155983,1158.63358850854,265.301061571125,0,0
"4440","ltu",1987,0,679.55987872663,5039.04369914666,1335.39652985373,269.791082802548,0,0
"4441","ltu",1988,0,687.578115669071,5032.94471125223,1426.66458800883,273.905732484076,0,0
"4442","ltu",1989,0,653.604778748286,4977.34590196468,1433.08643431826,275.739278131635,0,0
"4443","ltu",1990,0,550.719050025265,4826.83159357015,1474.97206969861,268.997027600849,0,0
"4444","ltu",1991,0,491.395208126891,4813.05441555864,1482.99706090201,249.362208067941,0,0
"4445","ltu",1992,17.58,498,3773,1567,204,0,0
"4446","ltu",1993,32.65,445,3217,974,136,0,30
"4447","ltu",1994,45.21,369,3184,1081,100,0,32
"4448","ltu",1995,41.86,294,2770,1267,88,0,33
"4449","ltu",1996,54.42,269,2572,1354,95,0,27
"4450","ltu",1997,100.47,215,2621,1250,97,0,80
"4451","ltu",1998,133.12,183,3032,1095,107,0,50
"4452","ltu",1999,115.54,154,2348,1140,91,0,86
"4453","ltu",2000,100.47,113,1830,1306,78,0,103
"4454","ltu",2001,104.66,102,2009,1340,72,0,113
"4455","ltu",2002,118.89,171,1994,1355,82,0,119
"4456","ltu",2003,135.63,219,1752,1470,81,0,122
"4457","ltu",2004,172.47,213,1854,1466,102,0,127
"4458","ltu",2005,190.06,234,1922,1547,113,0,164
"4459","ltu",2006,184.2,322,1898,1533,145,0,165
"4460","ltu",2007,177.5,310,1861,1806,150,0,164
"4461","ltu",2008,223.55,258,2097,1621,150,0,142
"4462","ltu",2009,131.45,193,1795,1362,150,0,141
"4463","lux",1971,0,2400,1147,17,36,0,31
"4464","lux",1972,0,2366,1199,73,42,0,38
"4465","lux",1973,0,2344,1335,137,49,0,43
"4466","lux",1974,0,2518,1179,183,50,0,45
"4467","lux",1975,0,1913,1056,214,47,0,43
"4468","lux",1976,0,1807,1136,245,41,0,50
"4469","lux",1977,0,1553,1129,258,40,0,50
"4470","lux",1978,0,1765,1140,284,42,0,52
"4471","lux",1979,0,1937,1030,295,43,0,56
"4472","lux",1980,32.65,1886,812,265,44,0,54
"4473","lux",1981,34.33,1538,784,203,47,0,50
